author_id,author_name,author_url
41460,শাহাদাৎ হুসাইন খান ফয়সাল,https://www.rokomari.com/book/author/41460
1150,ড. সৌমিত্র শেখর,https://www.rokomari.com/book/author/1150
70925,খালিদ ফারহান,https://www.rokomari.com/book/author/70925
1033,রাজিব আহমেদ,https://www.rokomari.com/book/author/1033
70035,আহমেদ জাওয়াদ চৌধুরী,https://www.rokomari.com/book/author/70035
85934,স্বপ্নীল চক্রবর্ত্তী,https://www.rokomari.com/book/author/85934
4279,স্টিফেন কিং,https://www.rokomari.com/book/author/4279
80592,ঝিলমিল,https://www.rokomari.com/book/author/80592
13253,মাওলানা মুহাম্মদ হেমায়েত উদ্দীন,https://www.rokomari.com/book/author/13253
118189,ফাতেমা তুজ নৌশি,https://www.rokomari.com/book/author/118189
34563,লেইল লোনডেস,https://www.rokomari.com/book/author/34563
92365,তাসরিফ খান,https://www.rokomari.com/book/author/92365
94484,এম. এম. রহমত উল্লাহ্ আফনান,https://www.rokomari.com/book/author/94484
7364,আবুল মনসুর আহমদ,https://www.rokomari.com/book/author/7364
41831,মাকতাবাতুল ফাতাহ বাংলাদেশ,https://www.rokomari.com/book/author/41831
2458,হায়াৎ মামুদ,https://www.rokomari.com/book/author/2458
73861,জয়িতা ব্যানার্জী,https://www.rokomari.com/book/author/73861
85039,আশীব ফেরদৌস অংকন,https://www.rokomari.com/book/author/85039
63313,লেসলি হ্যাজেলটন,https://www.rokomari.com/book/author/63313
125835,ষোলো টীম,https://www.rokomari.com/book/author/125835
70132,ডা. মালিহা তাবাসসুম,https://www.rokomari.com/book/author/70132
21852,হেমেন্দ্রকুমার রায়,https://www.rokomari.com/book/author/21852
92472,নূরে জান্নাত মীম,https://www.rokomari.com/book/author/92472
14383,রবিন জামান খান,https://www.rokomari.com/book/author/14383
91728,ব্রাদার রাহুল হুসাইন (রুহুল আমিন),https://www.rokomari.com/book/author/91728
82532,মোঃ রাশেদ মেনন,https://www.rokomari.com/book/author/82532
968,শেখ হাসিনা,https://www.rokomari.com/book/author/968
81129,টেন মিনিট স্কুল,https://www.rokomari.com/book/author/81129
655,বদরুদ্দীন উমর,https://www.rokomari.com/book/author/655
124323,জাহিদ হাসান,https://www.rokomari.com/book/author/124323
